,Unnamed: 0,npo02__LastCloseDate__c,npo02__FirstCloseDate__c,AccountNumber,Id,npo02__LastOppAmount__c,npo02__OppAmountThisYear__c,npo02__OppAmountLastYear__c,npo02__TotalOppAmount__c,npo02__OppAmount2YearsAgo__c,npo02__NumberOfClosedOpps__c,npo02__LargestAmount__c,npo02__SmallestAmount__c,npo02__AverageAmount__c,Total_Gifts_This_Year_as_of_Last_Year__c,Account Record Type,First_Gift_Year__c,Last_Close_Month,AccountId,amount_min,amount_max,amount_mean,start_year,latest_year,first_month,avg_month,latest_month,amount_total,non_zero_counts,this_year_non_zero_counts,this_year_amount_total,this_year_amount_mean,prev_year_non_zero_counts,prev_year_amount_total,prev_year_amount_mean,account_age,dormancy_years,average_total_donation,average_time_between_donation,amount_total_percentiles,non_zero_counts_percentiles,dormancy_years_percentiles,persona,group
513,513,2025-12-31,2024-03-06,GfIDkebEZVtSHSNHqxCqpfhBfQgwnpEAnTIheiwc,VQdtwUXwbxyuFaUUIceXeyhJJHxdAxqcbgEtfQCg,26273.94,90653.93,56929.43,37721.47,34756.34,72139.53,92721.45,88241.25,93243.1,36.2,xigua,2024,12,VQdtwUXwbxyuFaUUIceXeyhJJHxdAxqcbgEtfQCg,35534.73,54261.86,44898.295,2024.0,2025.0,9.0,10.0,11.0,89796.59,2.0,1.0,54261.86,54261.86,,,,1.0,0.0,89796.59,2.0,0.8396436525612472,0.9454342984409799,0.10523385300668152,Gary,Gold
514,514,2023-04-05,2025-09-20,sMPMIVFZTvOaGDTBNioLwatwXjVDzMZDBxFeeTIO,hPheGntqiDDVDJWPcAgskYAZqHVyImMRsOoqISUL,62516.78,25742.41,47127.19,31774.73,38860.92,40464.88,78439.83,12340.6,19858.21,51.98,temple,2025,4,,,,,,,,,,,,,,,,,,,,,,,,,,
515,515,2023-06-18,2023-04-18,bUZScxccuVGZoxJkhYZLmypuKpsdCnbcLlfHzQmN,HfmsPgyBZzMVCJrdwVQAKgCmNFtMSOrVBtJvoAEB,68870.64,42958.95,53376.78,93276.59,77693.15,22398.11,38928.04,75654.39,19265.79,2.03,watermelon,2023,6,HfmsPgyBZzMVCJrdwVQAKgCmNFtMSOrVBtJvoAEB,79172.42,79172.42,79172.42,2025.0,2025.0,12.0,12.0,12.0,79172.42,1.0,,,,,,,0.0,0.0,inf,inf,0.7516703786191536,0.4510022271714922,0.10523385300668152,Gary,Gold
516,516,2024-11-14,2025-01-23,GpJMxcLcVYBocfsDCoAuBiacPcGxlCWcTdmYVYdq,ycbFWgKfSfFTdttJdPlWavEKjxdObossUnYMGWIx,96219.2,92124.18,43299.71,33703.84,79594.16,94425.88,66670.26,97968.79,82902.32,45.38,watermelon,2025,11,,,,,,,,,,,,,,,,,,,,,,,,,,
517,517,2024-10-15,2023-10-21,FxDbrwscyldbkuCabtuSxjlgnBiMcZAldnPIBaVA,HIAYhjZuxZlwBLzsFGrZTDhFMIPKkZOaHIdpWztU,47320.86,31546.86,94071.46,22725.61,89344.29,21629.65,87947.82,49896.65,93633.06,97.23,watermelon,2023,10,HIAYhjZuxZlwBLzsFGrZTDhFMIPKkZOaHIdpWztU,37839.22,37839.22,37839.22,2023.0,2023.0,5.0,5.0,5.0,37839.22,1.0,,,,1.0,37839.22,37839.22,2.0,2.0,18919.61,0.5,0.3363028953229399,0.4510022271714922,0.41648106904231624,Ryan,Green
518,518,2023-04-18,2024-09-19,FtXPgioeGVHIDNAUvYuOCVLTDUBYNThhXvKBepdO,fJcGIbfJcUJIYmYFkEbXgpVECZnmusafemDBlpOu,85506.39,98456.98,20895.09,97866.32,76421.93,24252.17,61474.6,18103.69,79789.03,71.17,Family,2024,4,,,,,,,,,,,,,,,,,,,,,,,,,,
519,519,2024-06-11,2024-02-07,QJySwyYAygNiwiJxLcvfzXhdnPhjQxDenXdyCKTg,HqKDRdHgZMWHHKfSjwGNyqMKKwPgxhPoRvWbATCd,9197.01,35108.59,58734.36,30166.61,26510.34,5872.52,34786.71,57729.08,79629.0,85.15,xigua,2024,6,,,,,,,,,,,,,,,,,,,,,,,,,,
520,520,2026-01-04,2025-08-15,pDEUXPLBMUJTDfwnKhueGrnpGYfKzGrQlNSbELfO,YcxnKXmqNoiYUJDOoDJtfKZytXPzpYxqYqnAUSAw,26270.8,25323.36,24573.75,40125.58,78369.93,54232.76,77530.92,48963.5,68538.79,62.5,Family,2025,1,YcxnKXmqNoiYUJDOoDJtfKZytXPzpYxqYqnAUSAw,12188.51,12188.51,12188.51,2024.0,2024.0,8.0,8.0,8.0,12188.51,1.0,1.0,12188.51,12188.51,,,,1.0,1.0,12188.51,1.0,0.10356347438752785,0.4510022271714922,0.26447661469933187,Yara,Light Blue
521,521,2025-03-26,2024-12-31,hAYpKJljvWSVTZrlwjeIgUemZJaoCqzkxffwKFXm,NRGXKaltCVPdtObZRCGOHTgHFqEwkEmMzOqIieai,15796.01,88044.64,32028.65,85478.0,28861.26,42167.87,43188.37,12856.79,81186.0,93.94,watermelon,2024,3,NRGXKaltCVPdtObZRCGOHTgHFqEwkEmMzOqIieai,42683.87,42683.87,42683.87,2026.0,2026.0,2.0,2.0,2.0,42683.87,1.0,,,,,,,-1.0,-1.0,-42683.87,-1.0,0.3841870824053452,0.4510022271714922,0.013363028953229399,Ryan,Green
522,522,2024-07-21,2024-03-01,NsezESbdBzuztsWbnuWSabUNPpWkaoztDWLtGZgV,ytZZqFNGwznKTfMmogQBohjqFmbYVVUdvBUFGgsB,50478.25,34096.05,15165.22,96085.05,24026.57,30913.58,8280.96,50061.07,86431.73,76.04,temple,2024,7,ytZZqFNGwznKTfMmogQBohjqFmbYVVUdvBUFGgsB,16841.92,29456.67,23149.295,2023.0,2026.0,1.0,1.0,1.0,46298.59,2.0,,,,1.0,29456.67,29456.67,2.0,-1.0,23149.295,1.0,0.4198218262806236,0.9454342984409799,0.013363028953229399,Ryan,Green
523,523,2025-01-06,2025-09-14,OlgexyzSVFXVkyUoCyJrexCYWakjtQgDQceRDmOS,ZVBPMGylacVvszfjLXHPmNTayYiuSYlslCkNKLCs,82809.44,50406.93,14541.01,40698.29,25488.85,97043.23,65296.93,15031.82,43730.57,15.43,church,2025,1,,,,,,,,,,,,,,,,,,,,,,,,,,
524,524,2023-09-23,2024-08-15,qduQlmTIBsPHiiAXHTwkLwaaIJvrWRUlqFqfKnbQ,bqjxTcxocfYUOyvPRUIaRjvdsBWKxqqlrqUlkCXt,21399.93,23431.49,2834.99,68818.29,68487.69,83124.94,46430.24,65341.67,42224.48,92.7,yellow passion fruit,2024,9,bqjxTcxocfYUOyvPRUIaRjvdsBWKxqqlrqUlkCXt,52319.74,87487.9,74316.45,2021.0,2026.0,2.0,6.666666666666667,10.0,222949.35,3.0,,,,,,,4.0,-1.0,55737.3375,0.75,0.9988864142538976,0.9933184855233853,0.013363028953229399,Gary,Gold
525,525,2023-03-23,2024-11-04,oSNjEbuLwmeYZutFHozBhHJbqmrLInuyDvkCcYpd,kwfxZMToIXrGEWawoDkFlWPUnTwAIjFGEbukBcGM,99184.4,81862.4,30343.52,37804.42,88772.78,79132.72,87555.05,35578.32,2810.13,17.27,watermelon,2024,3,kwfxZMToIXrGEWawoDkFlWPUnTwAIjFGEbukBcGM,39043.27,39043.27,39043.27,2022.0,2022.0,4.0,4.0,4.0,39043.27,1.0,,,,,,,3.0,3.0,13014.423333333332,0.3333333333333333,0.3530066815144766,0.4510022271714922,0.5662583518930958,Peter,Orange
526,526,2024-05-12,2023-10-09,KrvJQnoCQebOzuxzwcyUqeIeyPvSfbMoOqPxereT,qyngXsdtsjzSDFgEUloeHUrdVpdrKJDsubmuzoMd,34613.47,19591.59,23940.68,64787.31,69712.53,41013.9,92407.0,54621.2,46644.15,6.54,yellow passion fruit,2023,5,qyngXsdtsjzSDFgEUloeHUrdVpdrKJDsubmuzoMd,91987.26,91987.26,91987.26,2023.0,2023.0,12.0,12.0,12.0,91987.26,1.0,,,,1.0,91987.26,91987.26,2.0,2.0,45993.63,0.5,0.8619153674832962,0.4510022271714922,0.41648106904231624,Gary,Gold
527,527,2023-08-27,2023-04-08,xDpTXXPpcpIOjhLwrXjDZcdfpWshhZIistMzAxjX,fbiGdZBJcQKlUoQKVeSIKXKiEWWMOVLqPFqGqfHM,69359.93,58306.36,13276.86,92796.74,2854.12,704.15,73286.57,70247.01,45633.4,24.43,xigua,2023,8,fbiGdZBJcQKlUoQKVeSIKXKiEWWMOVLqPFqGqfHM,51826.75,51826.75,51826.75,2020.0,2020.0,12.0,12.0,12.0,51826.75,1.0,,,,,,,5.0,5.0,10365.35,0.2,0.47216035634743875,0.4510022271714922,0.839086859688196,Peter,Orange
528,528,2024-11-18,2025-06-20,PyvhQFIvrXJAfLtQwaZuIVhrMTLUuSFiajIWCPzN,GUWUmpCuubvsTsTiVGUGfFAKFdYgmFLdZSahQjPs,40153.54,46354.23,98939.4,69151.61,36833.45,63607.52,93724.48,67003.73,10657.09,21.02,religious institution,2025,11,GUWUmpCuubvsTsTiVGUGfFAKFdYgmFLdZSahQjPs,21138.79,21138.79,21138.79,2023.0,2023.0,5.0,5.0,5.0,21138.79,1.0,,,,1.0,21138.79,21138.79,2.0,2.0,10569.395,0.5,0.17260579064587972,0.4510022271714922,0.41648106904231624,Yara,Light Blue
529,529,2023-10-15,2025-03-12,FutgFUJuXaFwSyuDUvdnPlYOtCDUeaVfhLWEBSMe,tCEpWsYvLrwmqgyKKkmXxCNkQFXEkKACkLZHWTmM,13452.84,81387.13,3711.54,61058.47,90027.74,29487.98,36565.64,8385.35,5439.91,61.46,church,2025,10,tCEpWsYvLrwmqgyKKkmXxCNkQFXEkKACkLZHWTmM,55819.63,59338.61,57579.119999999995,2020.0,2026.0,2.0,2.5,3.0,115158.23999999999,2.0,,,,,,,5.0,-1.0,23031.647999999997,0.4,0.965478841870824,0.9454342984409799,0.013363028953229399,Gary,Gold
530,530,2023-12-13,2024-11-15,PDXvWltGUCMXOvFQDbcycaVfYKiPOOyIrrIZqGyZ,sTpRzIuXzjuxPXmAtpxwuUtcrDMQMVbDCzwnzbDY,1329.27,77545.99,47334.76,58335.76,5710.51,30005.45,96164.82,2508.33,66862.8,73.74,church,2024,12,sTpRzIuXzjuxPXmAtpxwuUtcrDMQMVbDCzwnzbDY,27324.63,27324.63,27324.63,2021.0,2021.0,9.0,9.0,9.0,27324.63,1.0,,,,,,,4.0,4.0,6831.1575,0.25,0.23162583518930957,0.4510022271714922,0.7065701559020044,Beth,Red
531,531,2023-07-24,2025-03-02,rCrTqAuzplGWaiKkpIBkRGfuoXNhfMsIzLdOAyCv,FGhagXmldwXXaVMDtZwqliIRxfSJMcoeuGrSTYxk,45695.59,85710.5,28584.91,95147.99,39330.17,44624.78,98385.33,50259.05,53289.83,61.93,temple,2025,7,FGhagXmldwXXaVMDtZwqliIRxfSJMcoeuGrSTYxk,19920.71,90247.26,55083.985,2020.0,2024.0,4.0,4.0,4.0,110167.97,2.0,1.0,19920.71,19920.71,,,,5.0,1.0,22033.594,0.4,0.9632516703786191,0.9454342984409799,0.26447661469933187,Gary,Gold
532,532,2025-11-25,2023-07-11,IsBfLKLqSbDoYNOIzUfsRqRprjWPXZViWkdqdcEa,wqScQjPUlmizhUTseEgbOpaBFpliHDPIldCGwgkY,43733.59,27306.33,81633.04,23056.2,37276.84,52232.14,21907.23,54450.17,48681.53,98.78,religious institution,2023,11,,,,,,,,,,,,,,,,,,,,,,,,,,
533,533,2023-10-23,2025-09-04,FFhobVFgpRLxEUTuZJwxzNqdkxEwYOKjQsZuRBgp,onxmghJBBBBDmBoVPhqwCJruCwMmpkbMbSrbqjAa,39516.07,46993.8,8635.98,9798.81,66293.95,10647.94,32935.99,25876.9,9256.06,66.18,Family Church,2025,10,,,,,,,,,,,,,,,,,,,,,,,,,,
534,534,2023-04-28,2024-08-29,RvwZPzVhrNzHJQQUdhqqSHmMuqCfnGohupYhUwSA,IGsloiiLGBAfSBoYLqOSohTrVXYETfOPBNJAcWvu,58512.96,93117.75,39898.53,30471.05,38840.3,45241.38,31577.23,1683.69,72486.55,22.44,watermelon,2024,4,,,,,,,,,,,,,,,,,,,,,,,,,,
535,535,2024-08-26,2026-03-06,tuFtToHJSwjjBYMqpsUNOzOfTLKHyEQfDOtTvbuk,vvCCuZMUFrlRUYhdjTzUxywCvkxyuBwUKoCZmqEC,99171.21,93288.8,64803.47,77471.96,78232.89,55763.79,18367.0,47026.75,27703.91,17.92,church,2026,8,vvCCuZMUFrlRUYhdjTzUxywCvkxyuBwUKoCZmqEC,85147.87,85147.87,85147.87,2025.0,2025.0,8.0,8.0,8.0,85147.87,1.0,,,,,,,0.0,0.0,inf,inf,0.8073496659242761,0.4510022271714922,0.10523385300668152,Gary,Gold
536,536,2026-01-08,2025-08-30,NsEDyHRDBoLVmWXdaYhBQrMnpgQVKrHgcafochvg,SrcuUSgQMRvJNYJXbEPTrgqFAaVZmOKhwTLkJmQQ,84273.57,54718.52,18878.28,82471.33,57973.31,70689.01,29359.64,67461.05,12579.52,95.01,xigua,2025,1,,,,,,,,,,,,,,,,,,,,,,,,,,
537,537,2023-07-10,2025-04-19,AqkMKdNkmJzMWCewVUerJvayIwSHRHPlVBlFNPWb,eaHFmqrrheNPkwHwIYzjOlHiwotrUaZCFGvXjRhz,48838.91,90137.5,84104.85,49119.2,67249.6,54646.18,98134.11,1305.44,94650.45,21.61,temple,2025,7,eaHFmqrrheNPkwHwIYzjOlHiwotrUaZCFGvXjRhz,81476.52,81476.52,81476.52,2023.0,2023.0,2.0,2.0,2.0,81476.52,1.0,,,,1.0,81476.52,81476.52,2.0,2.0,40738.26,0.5,0.77728285077951,0.4510022271714922,0.41648106904231624,Gary,Gold
538,538,2024-06-30,2024-05-02,wpjMytRishZZLQPhKjKGeHipDKdJoxYamdGEflTT,vZtxLcjUtjLgCMutgseEitAdrESKBPqmVUCrIfsN,27985.98,161.72,52997.38,5053.37,88239.95,8628.43,86558.03,21022.94,51021.1,53.79,religious institution,2024,6,vZtxLcjUtjLgCMutgseEitAdrESKBPqmVUCrIfsN,30533.73,30533.73,30533.73,2025.0,2025.0,11.0,11.0,11.0,30533.73,1.0,,,,,,,0.0,0.0,inf,inf,0.2639198218262806,0.4510022271714922,0.10523385300668152,Yara,Light Blue
539,539,2023-11-01,2023-10-26,sHCedfYMEpPdswSQUKSaemskdgxfnUABTNRkCvwB,ehvFBQjoxPVlierqljsHztliOyEWRlPusRIhPHtD,43323.29,62896.46,90918.25,78457.93,60476.54,68794.04,74076.34,12513.57,71410.43,91.54,yellow passion fruit,2023,11,,,,,,,,,,,,,,,,,,,,,,,,,,
540,540,2024-06-01,2025-06-13,cLRXkBzQgoFDKHlSQiCKakJMZPyzPNlNAGobTlxk,ETpEtKkgwBtzTeWyFukEEYxzgxGXTjBdXlPLooTl,4871.77,574.08,39729.36,23157.05,93933.34,22922.23,86712.25,62857.57,44194.75,69.38,yellow passion fruit,2025,6,ETpEtKkgwBtzTeWyFukEEYxzgxGXTjBdXlPLooTl,33295.38,58081.72,45688.55,2020.0,2024.0,2.0,7.0,12.0,91377.1,2.0,1.0,33295.38,33295.38,,,,5.0,1.0,18275.420000000002,0.4,0.8530066815144766,0.9454342984409799,0.26447661469933187,Gary,Gold
541,541,2025-04-29,2025-12-15,gUlKOmSiNXehEsewtiatvdfPyfPTPOhkYbAmTqiL,ScbsjpzGyGMKXpLLYUCCXIBCzYWdZtKDyTAEigWv,3277.49,90761.64,59696.39,78591.35,43037.78,98364.14,21038.18,12036.29,1058.6,51.73,temple,2025,4,ScbsjpzGyGMKXpLLYUCCXIBCzYWdZtKDyTAEigWv,63649.49,63649.49,63649.49,2025.0,2025.0,7.0,7.0,7.0,63649.49,1.0,,,,,,,0.0,0.0,inf,inf,0.5946547884187082,0.4510022271714922,0.10523385300668152,Ryan,Green
542,542,2023-05-19,2023-07-29,jkCHDysoeZLWcLMSLfzNxDFGWhxshAmhVECVxclO,ETSdmLlTDFPzrjrPfmckPJPSacWiShNqhEenVrzh,44532.28,81647.49,14948.93,78858.26,40149.59,77965.07,25635.93,97760.79,41329.94,25.22,temple,2023,5,,,,,,,,,,,,,,,,,,,,,,,,,,
543,543,2024-03-17,2023-05-23,wsbpfgtgUgGZjEeKXwEuMYsvoYdPlcQUqZOKyAUe,vVNwNtQrHanywEwnnWqrXDyrCYhqByWNyoYuuOzR,75481.58,73899.15,89399.45,14871.39,92354.34,17911.73,22557.16,61828.35,27290.98,72.8,watermelon,2023,3,,,,,,,,,,,,,,,,,,,,,,,,,,
544,544,2024-05-19,2025-11-07,WKrTxALEUXVRbVKRTQtdWnQnKCbipLSvtMovczfY,GjWLdpEXANIkEeposbvYjzAmgcABalyIoHoxcGbX,4040.31,83332.07,96916.9,68557.52,64974.34,71758.98,52864.49,75468.57,14890.15,3.48,church,2025,5,GjWLdpEXANIkEeposbvYjzAmgcABalyIoHoxcGbX,13654.49,28299.56,20977.025,2023.0,2025.0,8.0,8.5,9.0,41954.05,2.0,,,,1.0,28299.56,28299.56,2.0,0.0,20977.025,1.0,0.37639198218262804,0.9454342984409799,0.10523385300668152,Ryan,Green
545,545,2025-03-24,2024-03-05,jiUQOLMTCSiIWEJTndafMILKQiHXpGUeZEfEoNET,IPhjCuFnonjcGowPHmPpUnUwCmaSluBWqFkCrxNV,78018.63,39734.02,88936.43,37782.4,36453.63,3979.04,84935.68,48781.72,47005.6,43.19,watermelon,2024,3,,,,,,,,,,,,,,,,,,,,,,,,,,
546,546,2025-03-13,2024-03-13,ssLiXMbyEKWitsbBmCliVAREDopkDBjHESSgqaCB,yeuMAsdQsDlvSVadKlZqqikEFEeslIqNpxciuleE,35366.62,86963.37,35314.21,47326.95,1631.35,60186.63,48800.83,579.55,86026.72,88.4,yellow passion fruit,2024,3,yeuMAsdQsDlvSVadKlZqqikEFEeslIqNpxciuleE,55307.52,55307.52,55307.52,2023.0,2023.0,6.0,6.0,6.0,55307.52,1.0,,,,1.0,55307.52,55307.52,2.0,2.0,27653.76,0.5,0.5144766146993318,0.4510022271714922,0.41648106904231624,Ryan,Green
547,547,2023-12-16,2025-09-04,wURRRzIayqysjPiEKlJSSElHCQAyJJomslRibkmI,qlDbwtRMzUhSUuogrxYXyojCJWJPkCaqFDzlzxXA,11010.99,44399.54,94458.97,73165.4,19690.93,18663.09,52929.29,17760.46,45431.59,5.75,xigua,2025,12,qlDbwtRMzUhSUuogrxYXyojCJWJPkCaqFDzlzxXA,25718.12,84324.69,55021.405,2021.0,2022.0,2.0,4.0,6.0,110042.81,2.0,,,,,,,4.0,3.0,27510.7025,0.5,0.9610244988864143,0.9454342984409799,0.5662583518930958,Laura,Purple
548,548,2025-11-27,2024-02-05,rBZJtmOAqcGyFGvDpzjUAtnaKmoBXPKkThAbfyZC,aLdxiGTRzvMOeOubWpMVByVJAFTGJZSpSoLGjcUn,48932.22,19216.66,86447.87,43824.58,18735.04,24813.15,78215.11,8424.28,75101.14,42.12,yellow passion fruit,2024,11,aLdxiGTRzvMOeOubWpMVByVJAFTGJZSpSoLGjcUn,52498.26,52498.26,52498.26,2023.0,2023.0,4.0,4.0,4.0,52498.26,1.0,,,,1.0,52498.26,52498.26,2.0,2.0,26249.13,0.5,0.4766146993318486,0.4510022271714922,0.41648106904231624,Ryan,Green
549,549,2024-07-31,2025-10-20,PcEYOKiDZlNocLpBwDcXolJjBlboIjRMeggZeYuw,gPeBGHTAuBgBESpEUGwhgyhQmDnTBktZcKrJseHY,28002.03,181.65,53500.38,86175.57,93852.07,62472.79,76928.81,16073.64,32109.65,63.16,Family,2025,7,gPeBGHTAuBgBESpEUGwhgyhQmDnTBktZcKrJseHY,8732.54,77290.51,52772.799999999996,2019.0,2020.0,4.0,7.333333333333333,11.0,158318.4,3.0,,,,,,,6.0,5.0,26386.399999999998,0.5,0.9855233853006682,0.9933184855233853,0.839086859688196,Laura,Purple
550,550,2025-06-01,2023-04-17,GygAfKVazdJKkPyuwYWqAJwucDtYzYGIrZEkmanU,ZeIgteVBWGKNchrcmKlcRGeGuCXOFeuWpirziocA,16267.72,12861.75,56524.99,9319.59,23459.57,97253.99,81755.72,98039.2,79598.4,98.5,xigua,2023,6,ZeIgteVBWGKNchrcmKlcRGeGuCXOFeuWpirziocA,71926.93,71926.93,71926.93,2022.0,2022.0,3.0,3.0,3.0,71926.93,1.0,,,,,,,3.0,3.0,23975.64333333333,0.3333333333333333,0.6726057906458798,0.4510022271714922,0.5662583518930958,Laura,Purple
551,551,2023-11-03,2024-05-21,hteiTChHzUDvNqmEjFruIVuUnQDamOVciFsXpzMx,IoAMrikTeVcYIhhsmHNpomAyjKTXOTfeTkWiSlcA,89275.21,11869.05,55061.79,98937.53,42956.26,19037.63,29379.9,54444.55,47807.57,77.23,watermelon,2024,11,,,,,,,,,,,,,,,,,,,,,,,,,,
552,552,2025-08-08,2023-12-10,PDshFkWTiRPyBhOBNTOVVtfVeTghYncqkpauVuqD,TwVoBMLFQxvFktgPeBWfeXUhLDconEWdPRApKClQ,61087.6,33123.73,93449.6,80975.09,5624.46,60327.84,1655.99,68252.13,78600.1,50.02,church,2023,8,,,,,,,,,,,,,,,,,,,,,,,,,,
553,553,2023-12-04,2025-09-23,MTWLmXhRXKCTCcGkMExOcFamsxyhSHegdseSBDyE,DjayNZGlAvQIsuhNaJvLSBUJZVCPWYUQohRtYtcx,99730.32,49075.55,36464.59,70131.78,97559.51,17495.9,3523.09,42934.78,46800.06,96.65,watermelon,2025,12,,,,,,,,,,,,,,,,,,,,,,,,,,
554,554,2025-06-15,2025-11-30,MgWvVSaclaISpyEOofNQHINGmYwMjPTpKxrfLGEY,gtMLwfzIkVpmQXAtRTZTNimnQDeyIkzFYdLImrCY,83926.92,50303.78,29692.06,81023.51,52175.67,32113.1,80955.55,47615.42,23278.81,53.95,zucchini,2025,6,,,,,,,,,,,,,,,,,,,,,,,,,,
555,555,2025-08-23,2024-04-04,ZNbrkTAABVqcgSSWdmFRmzMFLuuiZjNlAOIzNUgR,hkhGGLzpjetcAOxaCgAhNlWrgvPEMaVteukPAJqt,3648.83,50323.24,17939.2,18932.96,64955.84,1029.58,34391.78,82090.2,61344.05,80.61,temple,2024,8,,,,,,,,,,,,,,,,,,,,,,,,,,
556,556,2023-03-19,2023-09-17,JEBjkgzjRcebliKzZmDMxwgeujBWQFYLiANMkUCy,BnAKEayOBlngjDRxSHEKraodRZRWNSQPgNeCqmWK,48360.6,78202.99,43668.24,7628.29,81521.97,28401.73,81652.95,87637.91,97341.28,75.69,yellow passion fruit,2023,3,,,,,,,,,,,,,,,,,,,,,,,,,,
557,557,2026-03-04,2025-01-24,eQuQoEMxVQiEpOvIjtNeYrfzCvzXNKqSSfKfssEs,lhSzFeEQeAALTzMjpXyDmlehMKXRyHOvaMaWVNMP,22932.23,95621.49,95122.58,19926.55,48331.39,90759.19,24956.83,72768.63,94997.53,12.62,yellow passion fruit,2025,3,,,,,,,,,,,,,,,,,,,,,,,,,,
558,558,2024-10-28,2024-04-20,TaPsydwSpKGQWvfMimFHUvXsIKvplDnblOOLTjDP,luEvXCXSygqBIyVeLcNRLGtzyHSGrdsTZiqwDimh,28731.51,47551.44,18948.52,79216.32,43081.07,45061.58,17447.36,8776.41,32622.47,39.76,xigua,2024,10,,,,,,,,,,,,,,,,,,,,,,,,,,
559,559,2023-04-22,2023-11-29,xLaJCvmpSNfarUFLZpHhQhBCaZTgjMuxilICPnsS,sRaSJQIMlnCCRvCNFcFqrFaIzxQOetlxRXoCggHm,76717.21,20939.76,74737.09,7488.93,95825.91,56729.72,58487.69,31908.07,73021.72,74.31,zucchini,2023,4,,,,,,,,,,,,,,,,,,,,,,,,,,
560,560,2023-04-19,2024-07-25,KTKtfCByNPLwOHayWKRDGRkpZIEzdhgbYtlIQiOm,cByrKjuBYgDomTjmOpCxOEyUqqqJkcCENWSHgqrD,41111.58,94893.84,94211.75,46161.98,91307.92,56093.85,9125.15,54172.49,17526.29,75.6,xigua,2024,4,,,,,,,,,,,,,,,,,,,,,,,,,,
561,561,2023-12-03,2023-12-02,LRBYgcabxNQclGikfIHMCIBtQJZHqfhceStlIITF,HbxKLDNGpHEYRzpQOYxLbZpzhrNFrwVTEluNtbWB,94588.97,18768.88,94671.78,6000.83,64065.67,75367.68,45965.9,14745.0,35772.79,92.06,zucchini,2023,12,,,,,,,,,,,,,,,,,,,,,,,,,,
562,562,2024-01-06,2023-05-08,MvuyejSrQHurdgYNVzrzjuNfUkloJXBcJpGoOuZj,VEnGsFfsxskhyHLPRlRdBKctHyIfklvGhZclnWFz,21920.54,29560.0,15196.3,86414.46,74136.07,63487.48,3637.93,96760.39,48199.03,91.06,religious institution,2023,1,,,,,,,,,,,,,,,,,,,,,,,,,,
563,563,2025-02-17,2025-09-09,SNOmzFKgjFwXJmAFrBRbEekMmePABUWpNTPOgrop,HDOiNEintEWGoxbJxZTouqHsfHZVOxIkKLhPdypk,30402.83,75799.96,53520.29,77248.85,4664.15,9468.42,59547.08,25368.24,13081.76,17.75,temple,2025,2,HDOiNEintEWGoxbJxZTouqHsfHZVOxIkKLhPdypk,13650.78,13650.78,13650.78,2022.0,2022.0,7.0,7.0,7.0,13650.78,1.0,,,,,,,3.0,3.0,4550.26,0.3333333333333333,0.11581291759465479,0.4510022271714922,0.5662583518930958,Beth,Red
564,564,2023-10-01,2024-09-21,UCjDMucdsmERcrCtqvcqqGKxFEsFyAIynajcUQDd,sRfJDhGulxopmMpFyVobXWptjlmSYgkKBpjtIOoO,60216.45,35290.17,62570.08,66050.29,80091.48,9584.66,69905.24,46059.05,74967.34,20.7,Family,2024,10,sRfJDhGulxopmMpFyVobXWptjlmSYgkKBpjtIOoO,24089.35,24089.35,24089.35,2022.0,2022.0,6.0,6.0,6.0,24089.35,1.0,,,,,,,3.0,3.0,8029.783333333333,0.3333333333333333,0.2026726057906459,0.4510022271714922,0.5662583518930958,Beth,Red
565,565,2023-05-23,2024-12-21,rafGNYleldUuflkynfaWqTOwnkDkllDTRBDuEllN,kLohOkGhgvTAoOvkqPOKTckqjChBwstqNbRpgfCB,35875.32,19342.88,22113.74,55455.27,52473.32,34622.26,75151.34,63462.99,17165.06,3.65,temple,2024,5,,,,,,,,,,,,,,,,,,,,,,,,,,
566,566,2025-04-15,2023-03-22,xroLAXTHSKsOBwWDfIfQkJAUoZgQqGstGQFGkvkA,jsiBTbzVIIZQUEBGKcWXNOckDNOrXrfrjfNqopIy,65016.22,29688.25,35551.02,82788.32,10033.46,82407.98,79900.26,18841.68,61942.18,97.54,yellow passion fruit,2023,4,,,,,,,,,,,,,,,,,,,,,,,,,,
567,567,2026-01-14,2023-08-12,OEngseIAdnsvSxXhbIHCxrvjwwcTAPnzAhKZrYym,MiJSpcSZJznDqRtVuoJtoiLNIRzTpnPoWXdPUAxD,96688.31,96267.13,67468.42,97226.47,11374.83,2501.71,34669.25,58484.52,2114.04,12.0,xigua,2023,1,MiJSpcSZJznDqRtVuoJtoiLNIRzTpnPoWXdPUAxD,38468.97,38468.97,38468.97,2025.0,2025.0,9.0,9.0,9.0,38468.97,1.0,,,,,,,0.0,0.0,inf,inf,0.34521158129175944,0.4510022271714922,0.10523385300668152,Ryan,Green
568,568,2025-10-04,2025-05-14,AvfbVLXCUaafkaSBjwLXUazWTShWKRHXHOvSefho,lwSVOsiBDybHupEubaLVmZmnDkwuSbHXcvyglLlK,58891.58,13933.24,61030.32,14049.63,78554.29,1952.58,44658.31,13851.36,12411.31,35.62,Family,2025,10,,,,,,,,,,,,,,,,,,,,,,,,,,
